,doc_id,paragraph_id,source_text,target_text,error_types,num_errors,source_file,has_sec,mec_only
4749,42,2,"In addition, privacy issue has become more popular nowadays since some people do not realize that they may actually share some information that they are not willing to share at the first place.","In addition, the issue of privacy has become more relevant nowadays, since some people do not realize that they may actually share some information that they were not willing to share in the first place.","['WOinc', 'Wci', 'Mec', 'Vt', 'Prep']",5,official-2014.1.sgml,True,False
4750,42,3,"Therefore, while social media sites are undoubtedly have benefits in our life, we should consider its drawbacks and thus use it wisely so that we can gain more of their benefits and it disadvantages us in the smallest way as possible.","Therefore, while social media sites  undoubtedly have benefits in our life, we should consider their drawbacks and , thus, use them wisely so that we can gain more of their benefits and they inconvenience us in the smallest possible way.","['Rloc-', 'Pref', 'Mec', 'Pref', 'Pref', 'Wci', 'WOinc']",7,official-2014.1.sgml,True,False
4755,43,0,It also brings many negative effects such as loss of face-to-face communicating skills which is important in their working place.,"It also brings many negative effects such as loss of face-to-face communication skills, which are important in their workplace.","['Wform', 'Mec', 'SVA', 'Wform']",4,official-2014.1.sgml,True,False
4760,43,1,"Personally I am study in oversea, busy study life keeps me away from contact my old friend.","Personally, I  study  overseas, and my busy study life keeps me  from contacting my old friends.","['Mec', 'Rloc-', 'Prep', 'Wform', 'Trans', 'Rloc-', 'Vform', 'Nn']",8,official-2014.1.sgml,True,False
4765,43,1,"After my Manager taught her mother how to use Facebook, she was able to upload video clips of her grandchild.","After my manager taught her mother how to use Facebook, she was able to upload video clips of her grandchild.",['Mec'],1,official-2014.1.sgml,True,True
4766,43,1,Therefore my Manager would not miss the moments of her daughter's growth.,"Therefore, my manager would not miss  moments of her daughter's development.","['Mec', 'Mec', 'ArtOrDet', 'Wci']",4,official-2014.1.sgml,True,False
4771,43,2,Thus I believe that social media sites are one of useful tool to help people known each other better.,"Thus, I believe that social media sites are a useful tool to help people get to know each other better.","['Mec', 'ArtOrDet', 'Wci']",3,official-2014.1.sgml,True,False
4772,43,3,"However, social media site is a double-sided sword, it also bring in some negative effect on our daily life.","However, a social media site is a double-edged sword. It also has  some negative effects on our daily life.","['ArtOrDet', 'Wci', 'Mec', 'SVA', 'Prep', 'Nn']",6,official-2014.1.sgml,True,False
4775,43,3,"Although not everyone is good at public relationship even without the existence of the social media sites, we cannot deny that it do affect some people in their ability of interpersonal skills.","Although not everyone is good at personal relationships , even without the existence of  social media sites, we cannot deny that they do affect some people's  interpersonal skills.","['Wci', 'Nn', 'Mec', 'ArtOrDet', 'Pref', 'Npos', 'Rloc-']",7,official-2014.1.sgml,True,False
4785,44,1,When we use facebook and post pictures and statuses.,When we use Facebook and post pictures and statuses.,"['Mec', 'Sfrag']",2,official-2014.1.sgml,True,False
4786,44,1,"We are actively ""presenting"" façades of our lifes in front of others.","We are actively ""presenting"" façades of our lives to others.","['Mec', 'Prep']",2,official-2014.1.sgml,True,False
4795,44,1,The latter requires face to face interaction where we can show our emotions to the other.,"The latter requires face-to-face interaction, where we can show our emotions to the other.","['Mec', 'Mec']",2,official-2014.1.sgml,True,False
4796,44,1,One cannot truly understand a person with only stalking his/her facebook page where he/she carefully chooses what to present.,One cannot truly understand a person  only stalking his/her Facebook page where he/she carefully chooses what to present.,"['Prep', 'Mec']",2,official-2014.1.sgml,True,False
4798,44,2,"With my social network account, I seldom read newspapers or go to news websites anymore; because I can easily read them from the status of my friends.","With my social network account, I seldom read newspapers or go to news websites anymore, because I can easily read them from the status of my friends.",['Mec'],1,official-2014.1.sgml,True,True
4802,44,2,The most popular information get circulated the most so I can seldom miss it.,"The most popular information gets circulated the most, so I  seldom miss it.","['SVA', 'Mec', 'Rloc-']",3,official-2014.1.sgml,True,False
4805,44,3,Personally I feel more at ease on social medias.,"Personally, I feel more at ease on social media.","['Mec', 'Mec']",2,official-2014.1.sgml,True,False
4806,44,3,From the above two points of view I think social media could forge more interest-based friendships.,"From the above two points of view, I think social media could forge more interest-based friendships.",['Mec'],1,official-2014.1.sgml,True,True
4807,44,3,"I also discover some of my friends' interest which I find common with myself so that talking to one another is much more about life, study, friends, etc.","I also discover some of my friends' interests which I find in common with myself, so that talking to one another is much more about life, study, friends, etc.","['Nn', 'Prep', 'Mec']",3,official-2014.1.sgml,True,False
4811,44,4,"There are advantages and disadvantages in itself, however, whether it is good or bad we are still not sure.","There are advantages and disadvantages in this. However, we are still not sure whether it is good or bad.","['Pref', 'Mec', 'WOinc']",3,official-2014.1.sgml,True,False
4819,45,2,"For example, on Twitter, it is exciting to follow people that you adore like famous movie and series stars, business men and entrepreneurs.","For example, on Twitter, it ispostcardsto follow people that ypeopledlivinglike famous movie and series stars, couldiness men and entrepreneurs.","['Mec', 'Wci', 'Vform', 'Vm']",4,official-2014.1.sgml,True,False
4822,45,2,"However, after one has registered in those social media sites which are not reliable, all the information you have filled in will be a weapon against you in the future.","Howe, after one has regiconvenient,those social media sites which are not reliable, all the information you have filled in will be a weapon against you in the future.","['ArtOrDet', 'Mec']",2,official-2014.1.sgml,True,False
4828,45,3,It shortens the distance between people from all over the world and makes instant communication possible.,"It shointerest themance between people from all over the world and makes instant communadore,on possible.","['WOinc', 'Mec']",2,official-2014.1.sgml,True,False
4829,45,3,And it becomes more convenient to obtain and update information by using social media.,And it becTVore convbusinessmentain and update information by using sociextremelya.,"['Wci', 'Mec', 'Wform']",3,official-2014.1.sgml,True,False
4830,45,3,"On the contrary, social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity cannot be verified on the social media sites.","On the contraidols'l media makes peopUp-to-date their ability to communicate effectively in their real lives and makes people risk exposing thesmartphoneso tholaptops,e identity cannot be verified on the social media sites.","['Wci', 'Wci', 'Mec', 'Mec']",4,official-2014.1.sgml,True,False
4832,46,1,This is especially to people who are overseas.,This is especially to people who are ovelotas.,['Mec'],1,official-2014.1.sgml,True,True
4835,46,1,"Nowadays, people can just easily put their renting information on their facebook account and wait for the response from others who are from different parts of the world which brings us a huge amount of convenience.","Nowadays, people can just easily face,their renting information on their facebook account and wait for the response from others who are from different parts of the world which brings us a huge amount of convenience.",['Mec'],1,official-2014.1.sgml,True,True
4840,46,2,"Nowadays, it is quite common to see on some party, people would more prefer looking at their phones and reading all the posts on facebook if they feel bored.","Nowadays, iloved onesuite common to see on some padays, people would playprefer looking at their phones areading all the posts on facebook if they feel bored.","['Wci', 'Mec', 'SVA', 'ArtOrDet']",4,official-2014.1.sgml,True,False
4841,46,2,"It makes people worry since if all the teenagers continue using social media frequently, they will decrease the ability to talk to people.","It since if aFacebookeenagers continue using social media frequently, they will decrease the ability to world,to people.","['Um', 'Mec', 'Mec']",3,official-2014.1.sgml,True,False
4842,46,2,They will feel it becomes difficult for them to find any topics to communicate with other people.,"They will feel it becomes difficult for them to find any topics to communicith othteenagers,.","['Rloc-', 'Mec']",2,official-2014.1.sgml,True,False
4844,46,3,"Although it is really useful when we need to use it to let other people know we really live a good life, it wastes us a lot of time as well.","Although isteenagers,seful when we need to use other ppoint outnthat,eactually,live a good lireducewastes us a lot of time as well.","['ArtOrDet', 'Rloc-', 'Rloc-', 'Vt', 'Mec', 'Mec', 'SVA']",7,official-2014.1.sgml,True,False
4845,46,3,"Think in another way, if we put those time we spend on wandering on those sites, we may already finish one book or do other more meaningful things.","Think in another way, if we put those time we spendFacebookering on those sites, we may already finish one book or do other more meaningful things.",['Mec'],1,official-2014.1.sgml,True,True
4847,46,3,Everything will be bad if we don't know how to use them wisely no matter whether it is really good or not.,EFacebookg will be bad if we don't know how to use tbecauseisely no matter whether it is really good or not.,"['Mec', 'Trans']",2,official-2014.1.sgml,True,False
4852,47,1,"Years ago when these modern products have not been popular, the way for people to communicate or contact people far way are still restricted in making phone calls, sending emails or writing letters.","Years ago when these modern products haveusingen popula and, the way for people tosmartphones or iPadsact people far way are still restricted in making phone cofs, sending emails or writing letters.","['Wci', 'Trans', 'Mec', 'Nn', 'Prep', 'Nn']",6,official-2014.1.sgml,True,False
4860,47,2,They may feel uncomfortable when they communicate with people face to face.,They may feel uncomfortablstatusn they communicate with people face online.,"['Wci', 'Mec']",2,official-2014.1.sgml,True,False
4864,47,3,People can promote their friendship and relationship through these social media.,"People can promote their fcommunicatingnd relatiface,ip through se social media.","['Spar', 'Mec', 'ArtOrDet', 'Nn']",4,official-2014.1.sgml,True,False
4867,48,0,People can know their friends' recently looks and interesting things happens on that people just by checking their facebook or other social media sites.,People can know their friends' recent looks and interesting things happening to those people just by checking their Facebook or other social media sites.,"['Wtone', 'Vform', 'Prep', 'ArtOrDet', 'Mec']",5,official-2014.1.sgml,True,False
4869,48,0,"However, the social media sites truly reduce the communication in face-to-face which truly affects interpersonal skills.","However, the social media sites truly reduce  face-to-face communication , which truly affects interpersonal skills.","['ArtOrDet', 'WOadv', 'Mec']",3,official-2014.1.sgml,True,False
4873,48,1,"For example, on mother's day, people are shy to say ""I love you"" to their mothers so they can type it on his or her mother's facebook page.","For example, on Mother's Day, people are too shy to say ""I love you"" to their mothers, but they can type it on their mother's Facebook page.","['Mec', 'Others', 'Mec', 'Trans', 'Pref', 'Mec']",6,official-2014.1.sgml,True,False
4880,48,2,"On the other hand, with the help of social media, some homeless people or someone who need the money to cure the disease can get the help from the world quickly because once one person know the information, his or her will share it to their ""friends area"", then many people will know it and spread the information to the person who can give help.","In addition, with the help of social media, some homeless people or someone who needs  money to cure a disease can get  help from the world quickly, because once one person knows the information, he or she will share it with their ""friends area"", then many people will know  and spread the information to  people who can give help.","['Wci', 'SVA', 'ArtOrDet', 'ArtOrDet', 'ArtOrDet', 'Mec', 'SVA', 'Pform', 'Pform', 'Prep', 'Rloc-', 'ArtOrDet', 'Nn']",13,official-2014.1.sgml,True,False
4886,48,5,Teenagers may believe these people and easily be cheat and lose money even their safe.,"Teenagers may believe these people and easily be cheated and lose money, or even their safety.","['Vt', 'Mec', 'Trans', 'Wform']",4,official-2014.1.sgml,True,False
4887,48,5,"Therefore, the social media is not safe which is bad to teenager's future development.","Therefore,  social media are not safe, which is bad for teenagers' future development.","['ArtOrDet', 'SVA', 'Mec', 'Prep', 'Nn']",5,official-2014.1.sgml,True,False
4889,48,6,"However, there exits some disadvantages which will affect people in some degree.","However, there exist some disadvantages which will affect people to some degree.","['Mec', 'Prep']",2,official-2014.1.sgml,True,False
4891,49,1,"We communicate with others using social media, such as twitter, facebook and microblog more and more frequently.","We communicate with others using social media, such as Twitter, Facebook and microblog more and more frequently.","['Mec', 'Mec']",2,official-2014.1.sgml,True,False
4892,49,1,"There is no need to for people to go out of their home to interact with others, they chat online, share pictures, tell others what they have done or funny stories.","There is no need  for people to go out of their home to interact with others. They chat online, share pictures, tell others what they have done or funny stories.","['Prep', 'Mec']",2,official-2014.1.sgml,True,False
4894,49,1,"Pepope do not know how to talk with others face to face, especially the strangers.","People do not know how to talk with others face to face, especially  strangers.","['Mec', 'ArtOrDet']",2,official-2014.1.sgml,True,False
4905,49,4,"Unlike today, with the help with social media, people can easily get the information they want just by searching on line, and know about what that person did everyday at what time.","Unlike today, with the help of social media, people can easily get the information they want just by searching online, and know about what that person does every day and at what time.","['Prep', 'Mec', 'Vt', 'Mec', 'Trans']",5,official-2014.1.sgml,True,False
4908,49,5,"If there is a joke on their facebook page, they may talk to others in this way, ""hi, look, how ridiculous this is"", then they laugh together.","If there is a joke on their Facebook page, they may talk to others in this way: ""hi, look, how ridiculous this is"". Then they laugh together.","['Mec', 'Mec', 'Mec']",3,official-2014.1.sgml,True,False
4909,49,5,"No matter it is a party, dinner or just simply get-together, there always are some people bow their head and playing their phones even their family and friends are in front of them.","No matter whether it is a party, dinner or just a simple get-together, there are always some people bowing their head and playing with their phones, even if their family and friends are in front of them.","['Trans', 'ArtOrDet', 'Wform', 'WOadv', 'Vform', 'Prep', 'Mec', 'Trans']",8,official-2014.1.sgml,True,False
4912,50,0,Today world is considered to be the era of social media sites like Facebook and Twitter which are attractively connecting people around the world.,"Today  is considered to be the era of social media sites like Facebook and Twitter, which are attractively connecting people around the world.","['Rloc-', 'Mec']",2,official-2014.1.sgml,True,False
4934,50,8,It not only is convenient and beneficial in connecting people and developing the business but it also can damage people relationships and interpersonal skills.,"It is not only convenient and beneficial for connecting people and developing  business, but it also can damage people's relationships and interpersonal skills.","['WOinc', 'Prep', 'ArtOrDet', 'Mec', 'Npos']",5,official-2014.1.sgml,True,False
4938,1,2,"On the other hand, if there are ways can help us to control or cure the disease, we can going through thses process from the scope of the whole family.","On the other hand, if there are ways can help us thavingfrighteningeeffectse, we can going through thses process from the scope of the whole haveily.","['Wci', 'Mec', 'Wform', 'Wci']",4,official-2014.0.sgml,True,False
4939,1,2,"For an example, if exercising is helpful for family potential disease, we can always look for more chances for the family to go exercise.","For diseasesple, if attitudeg is heasily change potentialcaring forse, we can always look for more chances for the family to go exercise.","['Nn', 'Mec', 'Vform', 'Prep']",4,official-2014.0.sgml,True,False
4942,1,3,"Although some people feel that an individual who is found to carry a dominant gene for Huntington's disease has an ethical obligation to disclose that fact to his or her siblings, there currently is no legal requirement to do so.","Although some people feel that an indivigowho is fotheseoprocessesa dominant gene for Huntington's disease s an ethical obligation to disclosereducingat fact to his or her siblings, there currently is no legal requirement to do so.","['Vform', 'Mec', 'Nn', 'Rloc-', 'V0']",5,official-2014.0.sgml,True,False
4947,2,0,"In cases where an individual has gotten to know of a genetic disorder, disclosing or otherwise, to his or her relative is solely a matter of preference within the indivdial moral system.","In cases where an individual has gotten to know of a genetic disorder, disclosing or otherwise to his or her relative, is solely a matter of preference within the individual moral system.","['Rloc-', 'Mec', 'Mec']",3,official-2014.0.sgml,True,False
4948,2,1,"The issue on right to know or not to know is highly debatable although it is a genetic risk, one cannot be entire sure because the genetic information could possibly result from the families of either parents - his maternal and paternal uncles, aunts or cousin.","The issue on right to know or not to know is highly debatable. Although it is a genetic risk, one cannot be entirely sure because the genetic information could possibly result from the families of either parents - their maternal and paternal uncles, aunts or cousins.","['Mec', 'Mec', 'Wform', 'Pref', 'Nn']",5,official-2014.0.sgml,True,False
4949,2,1,"This also means that as soon a person is made aware of his or her genetic profile, he or she concurently has a knowledge about others.","This also means that as soon as a person is made aware of his or her genetic profile, he or she concurrently has  knowledge about others.","['Trans', 'Mec', 'ArtOrDet']",3,official-2014.0.sgml,True,False
4950,2,1,"This knowledge maybe relavant to them, and vice versa.",This knowledge may be relevant to them or not.,"['Vm', 'Mec', 'Mec', 'Trans']",4,official-2014.0.sgml,True,False
4951,2,1,Do one who suffered from this disease keep it a secret of infrom their relatives?,Does one who suffers from this disease keep it a secret or inform their relatives?,"['SVA', 'Vt', 'Trans', 'Mec']",4,official-2014.0.sgml,True,False
4959,2,3,"From a practitioner's perspective these findings are important because if lay constructs of the family and kinship are a social construct they may not be in line with geneticists' views of family relationships, or about which blood (or non-blood) relatives should be informed and by whom; this is also likely to be dependent on the cultural and ethnic context.","From a practitioner's perspective, these findings are important because if lay constructs of the family and kinship are a social construct, they may not be in line with geneticists' views of family relationships, or about which blood (or non-blood) relatives should be informed and by whom; this is also likely to be dependent on the cultural and ethnic context.","['Mec', 'Mec']",2,official-2014.0.sgml,True,False
4963,3,0,"In this case, if one of the family members or close relatives is found to carry genetic risk, it is better for the patient to tell his/her close relatives about the issue and let others known about the risk so that his/her familay members are able to perform some daily excesses to prevent the potential disease or they may go to hospital and check for the correspongding flows.","In this case, if one of the family members or close relatives is found to carry genetic risk, it is better for the patient to tell his/her close relatives about the issue and let others know about the risk so that his/her familay members are able to perform some daily exercises to prevent the potential disease or they may go to hospital and check for the corresponding flows.","['Vform', 'Wci', 'Mec']",3,official-2014.0.sgml,True,False
4967,3,1,"Especially for the young people without marrige, if he/she is known to have some genetic risk, it may have certain chance that his/her child would carry the same disease, but not in certain.","Especially for  unmarried young people marrige who  are known to have some genetic risk, there may be a certain chance that his/her child would carry the same disease, but this is not certain.","['ArtOrDet', 'Wci', 'Prep', 'Mec', 'Trans', 'Rloc-', 'SVA', 'Pform', 'Wci', 'ArtOrDet', 'Pref', 'SVA', 'Prep']",13,official-2014.0.sgml,True,False
4968,3,1,"Therefore, to keep the information as secret to his/her future spouce would help the relationship.","Therefore, to keep the information as secret to his/her future spouse would help the relationship.",['Mec'],1,official-2014.0.sgml,True,True
4969,3,1,"Secondly, annouance the potential risk would cause the family member to be scared of this certain issue, although the factor would not be that serious, people would still fear that they would have some potential disease in the future thus go to hospital and do additional check or take more medicine in order to prevent the disease, and this creats unnecessary costs to the family.","Secondly,  the potential risk would cause the family member to be scared of this  issue. Although the factor might not be that serious, people would still fear that they would have some potential disease in the future; thus go to hospital and do additional checks or take more medicine in order to prevent the disease, and this creats unnecessary costs to the family.","['Rloc-', 'Rloc-', 'Mec', 'Mec', 'Vm', 'Mec', 'Nn']",7,official-2014.0.sgml,True,False
4972,3,2,"First, for the case of marrige, people should be honest and tell his/her spouce they may carry certain genetic risk that may affect their offsprings.","First, for the case of marriage, a person should be honest and tell his/her spouse they may carry certain genetic risk that may affect their offspring.","['Mec', 'Nn', 'Mec', 'Nn']",4,official-2014.0.sgml,True,False
4975,3,2,"In this case, the carrier can eat less candies and chocolates to prevent intake to much sugars, and at the same time, if the carrier tell this information to the relatives, it will be useful for them to know that they may have diabetes in the future becouse of related genes and they can perform the same exercise to intake less sugar to prevent the disease.","In this case, the carrier can eat less candies and chocolates to prevent intake oftoo much sugars, and at the same time, if the carrier tell this information to the relatives, it will be useful for them to know that they may have diabetes in the future because of related genes and they can perform the same exercise to intake less sugar to prevent the disease.","['Prep', 'Wform', 'Mec']",3,official-2014.0.sgml,True,False
4976,3,2,"Otherwise, if the other parties did not know, they may end up with to have diabete in the future without any prevention.","Otherwise, if the other parties did not know, they may end up with  diabetes in the future without any prevention.","['Rloc-', 'Mec']",2,official-2014.0.sgml,True,False
4983,4,1,If a law requires someone to tell others' his or her privacy especially when the one is not willing to do so.,If a law requires someone to tell others his or her privacy especially when  one is not willing to do so.,"['Npos', 'ArtOrDet', 'Mec']",3,official-2014.0.sgml,True,False
4986,4,1,What is the basic difference between genetic disorder and other disorders.,What is the basic difference between genetic disorder and other disorders?,['Mec'],1,official-2014.0.sgml,True,True
4988,4,1,"However, there are many problems againt the execution of asking a carrier to tell his or her ralatives the cause of his or her diseases.","However, there are many problems againt the execution of asking a carrier to tell his or her relatives the cause of his or her diseases.",['Mec'],1,official-2014.0.sgml,True,True
4992,4,1,How can a law made by government exempt such a group of people from preparing to face their potetial disease?,How can a law made by government exempt such a group of people from preparing to face their potential disease?,['Mec'],1,official-2014.0.sgml,True,True
4993,4,2,"However, from the ethical point of view.","However, from the ethical point of view,",['Mec'],1,official-2014.0.sgml,True,True
4994,4,2,"To the carrier himself of herself, he of she should have a feeling of resposiblity to tell his or her relatives their genetic disorder.","too the carrier himself of herself, he or she should have a feeling of responsibility to tell his or her relatives their genetic disorder.","['Mec', 'Prep', 'Mec']",3,official-2014.0.sgml,True,False
4999,4,2,"However, if they already know they have a gene that may make them have higher possibilities to get hypertention.","However, if they already know they have a gene that may make them have higher possibilities to get hypertention,",['Mec'],1,official-2014.0.sgml,True,True
5000,4,2,They can build a daily habit to eat less salt and fat and thus to avoid hypertension.,they can build a daily habit to eat less salt and fat and thus to avoid hypertension.,['Mec'],1,official-2014.0.sgml,True,True
5019,5,3,"Although there might be a lot of challenges along the way in seeking medical attention, such as financial issue, everyone should be given the rights of knowing their family's inherented medical conditions.","Although there might be a lot of challenges along the way in seeking medical attention, such as financial issues, everyone should be given the right to know their family's inherited medical conditions.","['Nn', 'Wci', 'Mec']",3,official-2014.0.sgml,True,False
5024,6,0,"Those who are born into a family with a history of genetic disease should be allowed to undergo genetic testing, even though if there is no risk at all.",Those who are born into a family with a history of genetic disease should be allowed to undergo genetic testing.to be sure that there is no risk at all.,"['Mec', 'Sfrag']",2,official-2014.0.sgml,True,False
5026,6,1,"There should not be forced or obligied to do so, as it may negatively and drastically affect the emotions of the genetic risk carrier.","They should not be forced or obliged to do so, as it may negatively and drastically affect the emotions of the genetic risk carrier.","['Pform', 'Mec']",2,official-2014.0.sgml,True,False
5034,6,2,"Also, this known information will help their relatives to make informed decisions and tosimilarly undergo genetic testingto find out about the outcome.","Also, this known information will help  relatives to make informed decisions and to similarly undergo genetic testing to find out about them.","['Pref', 'Mec', 'Mec', 'ArtOrDet', 'Rloc-']",5,official-2014.0.sgml,True,False
5039,6,2,"Therefore, the decision to inform relatives of such genetic disorder will be dependent of the situation and backgroung of the affected family, with the liberty of choice given to them in making the decision of informing others.","Therefore, the decision to inform relatives of such genetic disorder will be dependent on the situation and background of the affected family.","['Prep', 'Mec', 'Mec', 'Spar']",4,official-2014.0.sgml,True,False
5052,7,2,He has to choose whether to protect his family or make his family more prosperity with a potential generic risk.,He had to choose  to protect his family and make his family more prosperous despite a potential genetic risk.,"['Vt', 'Ssub', 'Trans', 'Wform', 'Trans', 'Mec']",6,official-2014.0.sgml,True,False
5066,8,1,She or he does not want to be the source of unhappiness in thefamily.,She or he does not want to be the source of unhappiness in the family.,['Mec'],1,official-2014.0.sgml,True,True
5073,9,0,"As the techonology has been advancing, it has reached a stage whereby the advancement triggers some ethical dilemmas in relation to the acutual use of the techonology.","As  techonology has been advancing, it has reached a stage whereby the advancement triggers some ethical dilemmas in relation to the actual use of the techonology.","['ArtOrDet', 'Mec']",2,official-2014.0.sgml,True,False
5076,9,1,"If he chooses to live in the uncertainty that the gene holds and willing to accept it, he could do that, and it has been something that is 'normal' to everyone in the past as gentic testing was not possible.","If he chooses to live in the uncertainty that the gene holds and is willing to accept it, he could do that, and it has been something that is 'normal' to everyone in the past as genetic testing was not possible.","['Vform', 'Mec']",2,official-2014.0.sgml,True,False
5077,9,2,"I personally think this ist he right purpose of going through the genetic testing, so that a family who cannot afford to have a disabled kid do not have to give birth to their child and make the entire family suffer.","I personally think this is the right purpose of going through the genetic testing, so that a family who cannot afford to have a disabled kid does not have to give birth to their child and make the entire family suffer.","['Mec', 'Mec', 'SVA']",3,official-2014.0.sgml,True,False
5078,9,2,"However, I belive that the carrier has right not to obligate to tell anyone but has responsibility to take an action to prevent any ethical dilemma.","However, I believe that the carrier has a right not to be obligated to tell anyone but has responsibility to take an action to prevent any ethical dilemma.","['Mec', 'ArtOrDet', 'Vform']",3,official-2014.0.sgml,True,False
5082,9,3,It could possibly causes a problem in a family due to the fact and creates more unhappiness int the family.,It could possibly cause a problem in a family because of this and create more unhappiness in the family.,"['Vform', 'Mec', 'Vform', 'Mec']",4,official-2014.0.sgml,True,False
5083,9,4,"Overall, I belive that it entirely depends on the carrier to share the hard facts and face it with relatives but he has no obligation to tell still.","Overall, I believe that it is entirely up to the carrier to share the hard facts and face it with relatives but he still has no obligation to tell.","['Mec', 'Wci', 'WOinc']",3,official-2014.0.sgml,True,False
5084,9,4,"In fact, I strongly think that the carrier should weigh both the positive and negative consequences of taking the genetic testing and tak an appropriate action to the results.","In fact, I strongly think that the carrier should weigh both the positive and negative consequences of taking the genetic test and take  appropriate action with the results.","['Wform', 'Mec', 'ArtOrDet', 'Prep']",4,official-2014.0.sgml,True,False
5087,9,5,"I think the family will stay mentally healty as it is, without having emtional stress.","I think the family will stay mentally healty as it is, without having emotional stress.",['Mec'],1,official-2014.0.sgml,True,True
5088,10,0,"Debates have been around for years, that should a carrier for a known genetic risk be obligated to inform his or her relatives.",Debates have been around for years:  should a carrier of a known genetic risk be obligated to inform his or her relatives?,"['Mec', 'Ssub', 'Prep', 'Mec']",4,official-2014.0.sgml,True,False
5092,10,1,"We were crying hard but we are not alone, it's our family and relatives that grow us up.",We were crying hard but we were not alone. Itis our family and relatives that bring us up.,"['Vt', 'Mec', 'Mec', 'Wtone', 'Wci']",5,official-2014.0.sgml,True,False
5095,10,1,"One definitely has the right to disclose his or her health issues to anyone, but it's also one's responsibility to inform the family and close relatives.","One definitely has the right to disclose his or her health issues to anyone, but it is  one's responsibility to inform  family and close relatives,","['Wtone', 'Trans', 'ArtOrDet', 'Mec']",4,official-2014.0.sgml,True,False
5096,10,1,"As the case of health issue is related to genetic risk, with keyword on ""genetic"" which highlights the risk of passing down the disorder to the next generation.","as the case  is related to genetic risk, with thefocus on ""genetic"" which highlights the risk of passing down the disorder to the next generation.","['Mec', 'Rloc-', 'ArtOrDet', 'Wci']",4,official-2014.0.sgml,True,False
5102,10,3,It is therefore I would agree for the obligation of telling the relatives of both parties when one is about to get married and have a plan for giving birth.,Therefore I would agree for the obligation of telling the relatives of both parties when one is about to get married and have a plan for giving birth.,"['Ssub', 'Mec']",2,official-2014.0.sgml,True,False
5109,11,0,"However, it leads to a new problem that ""should a carrier of a known genetic risk be obligated to tell his or her relatives?"" This issue has been discussed for a long time.","However, it leads to a new problem: ""should a carrier of a known genetic risk be obligated to tell his or her relatives?"" This issue has been discussed for a long time.","['Mec', 'Ssub']",2,official-2014.0.sgml,True,False
5121,11,3,"Lying on the bed for the remaining life, and even die immediately, these are the consequences which we cannot imagine.","Lying on the bed for our remaining days, or even dying quickly: these are the consequences which we cannot imagine.","['Pform', 'Wci', 'Trans', 'Vform', 'Wci', 'Mec']",6,official-2014.0.sgml,True,False
5131,11,4,It is a method that benefits two parties which is a win-win situation.,"It is a method that benefits two which, which is a win-win situation.",['Mec'],1,official-2014.0.sgml,True,True
5136,12,0,"With the nature that the results will be known once the tests are done, each individual that is diagnosed to be a genetic risk carrier face an ethical problem: They should warn their relatives about the risking of being the same genetic risk carrier.","With the fact that the results will be known once the tests are done, each individual that is diagnosed to be a genetic risk carrier faces an ethical problem: should they warn their relatives about the risking of being the same genetic risk carrier?","['Wci', 'SVA', 'WOinc', 'Mec']",4,official-2014.0.sgml,True,False
5137,12,0,Or they can choose to keep silent until the next carrier is diagnosed.,Or should they choose to keep silent until the next carrier is diagnosed?,"['WOinc', 'Mec']",2,official-2014.0.sgml,True,False
5142,12,2,"Seconly, the relatives of the carrier can also choose to do genetic testing regardless of the dignosis of the carrier.","Secondly, the relatives of the carrier can also choose to do genetic testing regardless of the dignosis of the carrier.",['Mec'],1,official-2014.0.sgml,True,True
5149,12,3,"If one such relative is told that he or she may have higher risk of getting sick, he or she may have be scared about the unknown life, partners, spouse and colleagues may choose to leave, and many other situations may happen which means the relative's life may be ruined.","If one such relative is told that he or she may have a higher risk of getting sick, he or she may  be scared about the unknown ; partners, spouses and colleagues may choose to leave, and many other difficulties may emerge which means the relative's life may be ruined.","['ArtOrDet', 'Vt', 'Rloc-', 'Mec', 'Nn', 'Wci', 'Prep']",7,official-2014.0.sgml,True,False
5152,12,4,"Otherwise, making it an obligation will restric the choice of carriers and bring a lot of confusion to their relatives.","Otherwise, making it an obligation will restrict the choice of carriers and bring a lot of confusion to their relatives.",['Mec'],1,official-2014.0.sgml,True,True
5153,13,0,"For a carrier of genetic disorder to know the fact that he or she is a carrier, it causes more dilemma rather than getting the disorder.","For a carrier of genetic disorder, knowing the fact that he or she is a carrier causes more dilemma  than getting the disorder.","['Mec', 'Vform', 'Srun', 'Wci']",4,official-2014.0.sgml,True,False
5155,13,1,"Firstly, the carrier and his or her family can take precautions, physically by actions to reduce the chance of it being inherited to offspring and, mentally if the action fails to prevent it being inherited.","Firstly, the carrier and his or her family can take precautions: physically by actions to reduce the chance of it being inherited to offspring; and, mentally, if the action fails to prevent it being inherited.","['Mec', 'Mec', 'Mec']",3,official-2014.0.sgml,True,False
5158,13,1,If all efforts have been made but the children still suffer from the syndrome then the family have to accept this fact and do whatever they can to bring a good environment for their children's growth.,"If all efforts have been made but the children still suffer from the syndrome, then the family has to accept this fact and do whatever it can to make a good environment for its children's growth.","['Mec', 'SVA', 'Pform', 'Wci', 'Pform']",5,official-2014.0.sgml,True,False
